UNIDAD DE NEGOCIO,CUENTA MAYOR,Obj,,Descripción de cuenta,N  D,V  c,Largo,,,,,,
,,600,0211, DESPENSAS,7,X,,,,,,,
,,600,0212, PRIMA DOMINICAL,7,X,,,,,,,
,,600,0213, DIA FESTIVO,7,X,,,,,,,
,,600,0214, PRIMA DE ANTIGUEDAD,7,X,,,,,,,
,,600,0215, INDEMNIZACIÃ’N,7,X,,,,,,,
,,600,0216, APOYO DE DEFUNCION,7,X,,,,,,,
,,600,0217, APOYO POR MATRIMONIO,7,X,,,,,,,
,,600,0218,FONDO DE AHORRO,7,X,,,,,,,
,,600,03,IMPTOS S/SALARIOS,6,N,,,,,,,
,,600,0301,IMSS,7,X,,,,,,,
,,600,0302,SAR,7,X,,,,,,,
,,600,0303,INFONAVIT,7,X,,,,,,,
,,600,0304,2% SOBRE NOMINAS,7,X,,,,,,,
,,600,99,Act. B-10 Gtos. Fabric. Planta,6,X,30,,,,,,
XXXXX,601,601,,GASTOS DE ADMON CORPORATIVO,5,N,27,,Solo modificar la descripción,,,,
,,601,01,GASTOS DE ADMON CORPORATIVO,6,N,27,,Solo modificar la descripción,,,,
,,601,0101,Servicios Especializ Indirect,7,X,29,,Solo modificar la descripción,,,,
,,601,0102,Beneficio Serv Especializ Indir,7,X,31,,,,,,
,,601,0103,Combustibles,7,X,12,,,,,,
,,601,0104,Energia Electrica,7,X,17,,,,,,
,,601,0105,Depr. y Amortizaciones,7,N,22,,,,,,
,,601,10501,Edificios,8,X,9,,,,,,
,,601,10502,Maquinaria Y Equipo,8,X,19,,,,,,
,,601,10503,Equipo de Transporte,8,X,20,,,,,,
,,601,10504,Equipo de Oficina,8,X,17,,,,,,
,,601,10505,Equipo de Computo,8,X,17,,,,,,
,,601,10506,Equipo de Laboratorio,8,X,21,,,,,,
,,601,10507,Moldes y Troqueles,8,X,18,,,,,,
,,601,0106,Transporte de Personal,7,X,22,,,,,,
,,601,0107,Derechos Y Contribuciones,7,X,25,,,,,,
,,601,0108,Diversos,7,X,8,,,,,,
,,601,0109,No Deducibles,7,X,13,,,,,,
,,601,0110,Equipos Menores,7,X,15,,,,,,
,,601,0111,Gastos de Viaje,7,X,15,,,,,,
,,601,0112,Mantenimiento,7,X,13,,,,,,
,,601,0113,Telefonos,7,X,9,,,,,,
,,601,0114,Arrendamiento de Equipos,7,X,24,,,,,,
,,601,0115,Arrendamiento de Inmuebles,7,N,26,,,,,,
,,601,011501,Arrendamiento PF,8,X,16,,,,,,
,,601,011502,Arrendamiento PM,8,X,16,,,,,,
,,601,0116,Mensajeria Y Paq Sin Ret,7,X,24,,,,,,
,,601,0117,Mensajeria Y Paq Con Ret,7,X,24,,,,,,
,,601,0118,Seguros Y Fianzas,7,X,17,,,,,,
,,601,0119,Honorarios Sin Ret,7,N,18,,,,,,
,,601,011901,Honorarios PM Nacional,8,X,22,,,,,,
,,601,011902,Honorarios a Extranjero,8,X,23,,,,,,
,,601,0120,Honorarios Con Ret,7,X,18,,,,,,
,,601,0121,Papeleria,7,X,9,,,,,,
,,601,0122,Cuentas Incobrables,7,X,19,,,,,,
,,601,0123,Capacitacion y Adiestramiento,7,X,29,,,,,,
,,601,0124,Reclutamiento,7,X,13,,,,,,
,,601,0126,Comedor,7,X,7,,,,,,
,,601,02,      SALARIOS CORPORATIVOS,6,N,27,,,,,,
,,601,0201, SUELDOS,7,X,8,,,,,,
,,601,0202, HORAS EXTRAS DOBLES,7,X,20,,,,,,
,,601,0203, HORAS EXTRAS TRIPLES,7,X,21,,,,,,
,,601,0204, GRATIFICACIONES,7,X,16,,,,,,
,,601,0205, BONO DE PRODUCTIVIDAD,7,X,22,,,,,,
,,601,0206, BONO DE ASISTENCIA,7,X,19,,,,,,
,,601,0207, BONO DE PUNTUALIDAD,7,X,,,,,,,
,,601,0208, VACACIONES,7,X,,,,,,,
,,601,0209, PRIMA VACACIONAL,7,X,,,,,,,
,,601,0210, AGUINALDO,7,X,,,,,,,
,,601,0211, DESPENSAS,7,X,,,,,,,
,,601,0212, PRIMA DOMINICAL,7,X,,,,,,,
,,601,0213, DIA FESTIVO,7,X,,,,,,,
,,601,0214, PRIMA DE ANTIGUEDAD,7,X,,,,,,,
,,601,0215, INDEMNIZACIÃ’N,7,X,,,,,,,
,,601,0216, APOYO DE DEFUNCION,7,X,,,,,,,
,,601,0217, APOYO POR MATRIMONIO,7,X,,,,,,,
,,601,0218,FONDO DE AHORRO,7,X,,,,,,,
,,601,03,      IMPUESTOS SOBRE SALARIOS,6,N,30,,,,,,
,,601,0301,IMSS,7,X,,,,,,,
,,601,0302,SAR,7,X,,,,,,,
,,601,0303,INFONAVIT,7,X,,,,,,,
,,601,0304,2% SOBRE NOMINAS,7,X,,,,,,,
,,601,04,SALARIOS ASIMILADOS,6,N,,,,,,,
,,601,0401,SALARIOS ASIMILADOS,7,X,,,,,,,
,,601,99,Act. B-10 Gastos de Admon.,6,X,26,,,,,,
XXXXX,602,602,,GASTOS POR DERECHO DE USO,5,N,25,,,,,,
,,602,01,Amortizacion Activos por Derecho de Uso,6,X,39,,,,,,
,,,,,,,,,,,,,
XXXXX,610,610, ,GASTOS DE VENTA,5,N,15,,,,,,
,,610,01,GASTOS DE VENTA,6,N,15,,,,,,
,,610,0101,Servicios Especializ Indirect,7,X,29,,,,,,
,,610,0102,Beneficio Serv Especializ Indir,7,X,31,,,,,,
,,610,0103,Combustibles,7,X,12,,,,,,
,,610,0104,Energia Electrica,7,X,17,,,,,,
,,610,0105,Depr. y Amortizaciones,7,N,22,,,,,,
,,610,10501,Edificios,8,X,9,,,,,,
,,610,10502,Maquinaria Y Equipo,8,X,19,,,,,,
,,610,10503,Equipo de Transporte,8,X,20,,,,,,
,,610,10504,Equipo de Oficina,8,X,17,,,,,,
,,610,10505,Equipo de Computo,8,X,17,,,,,,
,,610,10506,Equipo de Laboratorio,8,X,21,,,,,,
,,610,10507,Moldes y Troqueles,8,X,18,,,,,,
,,610,0106,Gastos de Exportacion,7,X,21,,,,,,
,,610,0107,Eqpo de Proteccion Y Seguridad,7,X,30,,,,,,
,,610,0108,Diversos,7,X,8,,,,,,
,,610,0109,No Deducibles,7,X,13,,,,,,
,,610,0110,Equipos Menores,7,X,15,,,,,,
,,610,0111,Gastos de Viaje,7,X,15,,,,,,
,,610,0112,Mantenimiento,7,X,13,,,,,,
,,610,0113,Telefonos,7,X,9,,,,,,
,,610,0114,Arrendamiento de Equipos,7,X,24,,,,,,
,,610,0115,Arrendamiento de Inmuebles,7,N,26,,,,,,
,,610,011501,Arrendamiento PF,8,X,16,,,,,,
,,610,011502,Arrendamiento PM,8,X,16,,,,,,
,,610,0116,Fletes Sin Ret,7,X,14,,,,,,
,,610,0117,Fletes Con Ret,7,X,14,,,,,,
,,610,0118,Seguros Y Fianzas,7,X,17,,,,,,
,,610,0119,Honorarios Sin Ret,7,N,18,,,,,,
,,610,011901,Honorarios PM Nacional,8,X,22,,,,,,
,,610,011902,Honorarios a Extranjero,8,X,23,,,,,,
,,610,0120,Honorarios Con Ret,7,X,18,,,,,,
,,610,0121,Pruebas de Laboratorio,7,X,22,,,,,,
,,610,0122,Gastos de Exportacion (Rate),7,X,28,,,,,,
,,610,02,      SALARIOS VENTAS,6,N,,,,,,,
,,610,0201,       SUELDOS,7,X,,,,,,,
,,610,0202,       HORAS EXTRAS DOBLES,7,X,,,,,,,
,,610,0203,       HORAS EXTRAS TRIPLES,7,X,,,,,,,
,,610,0204,       GRATIFICACIONES,7,X,,,,,,,
,,610,0205,       BONO DE PRODUCTIVIDAD,7,X,,,,,,,
,,610,0206,       BONO DE ASISTENCIA,7,X,,,,,,,
,,610,0207,       BONO DE PUNTUALIDAD,7,X,,,,,,,
,,610,0208,       VACACIONES,7,X,,,,,,,
,,610,0209,       PRIMA VACACIONAL,7,X,,,,,,,
,,610,0210,       AGUINALDO,7,X,,,,,,,
,,610,0211,       DESPENSAS,7,X,,,,,,,
,,610,0212,       PRIMA DOMINICAL,7,X,,,,,,,
,,610,0213,       DIA FESTIVO,7,X,,,,,,,
,,610,0214,       PRIMA DE ANTIGUEDAD,7,X,,,,,,,
,,610,0215,       INDEMNIZACIÃ’N,7,X,,,,,,,
,,610,0216,       APOYO DE DEFUNCION,7,X,,,,,,,
,,610,0217,       APOYO POR MATRIMONIO,7,X,,,,,,,
,,610,0218,       FONDO DE AHORRO,7,X,,,,,,,
,,610,03,      IMPUESTOS SOBRE SALARIOS,6,N,30,,,,,,
,,610,0301,IMSS,7,X,,,,,,,
,,610,0302,SAR,7,X,,,,,,,
,,610,0303,INFONAVIT,7,X,,,,,,,
,,610,0304,2% SOBRE NOMINAS,7,X,,,,,,,
,,610,99,Act. B-10 Gastos de Venta,6,X,25,,,,,,
XXXXX,70,70,,OTROS INGRESOS Y GASTOS,4,N,23,,,,,,
XXXXX,700,700,,OTROS INGRESOS,5,N,14,,,,,,
,,700,01,OTR. INGS. x VTA. ACTIVOS FIJ.,6,N,30,,,,,,
,,700,0101,Otr. Ings Vta Activo F 16% IVA,7,X,30,,,,,,
,,700,0102,Otr. Ings Vta Activo F 11% IVA,7,X,30,,,,,,
,,700,0103,Otr. Ings Vta Activo F   0% IVA,7,X,31,,,,,,
,,700,02,OTROS INGRESOS NO ACUMULABLES,6,N,29,,,,,,
,,700,0201,Otros Ings No Acumulables,7,X,25,,,,,,
,,700,0202,Actualizacion de Impuestos,7,X,26,,,,,,
,,700,03,OTROS INGRESOS DIVERSOS,6,N,23,,,,,,
,,700,0301,Otr. Ingresos Diversos 16% IVA,7,N,30,,,,,,
,,700,030101,Otros Ingresos 16%,8,X,18,,,,,,
,,700,030102,Otros Ingresos Partes Relacionadas,8,X,34,,,,,,
,,700,0302,Otr. Ingresos Diversos 11% IVA,7,X,30,,,,,,
,,700,0303,Otros Ingresos Diversos 0% IVA,7,X,30,,,,,,
,,700,04,OTROS INGRESOS SUBARRENDAMIENTO,6,N,31,,,,,,
,,700,0401,Otros Ingresos Subarrendamiento 16% IVA,7,X,39,,,,,,
XXXXX,710,710,,OTROS GASTOS,5,N,12,,,,,,
,,710,01,Costo Ventas De Activos Fijos,6,X,29,,,,,,
,,710,02,Gastos Por Distribuir,6,X,21,,,,,,
,,710,03,Diversos,6,X,8,,,,,,
XXXXX,80,80,,COSTO INTEGRAL FINANCIAMIENTO,4,N,29,,,,,,
XXXXX,800,800,,GASTOS Y/O PRODUCTOS FINAN.,5,N,27,,,,,,
,,800,01,PRODUCTOS FINANCIEROS,6,N,21,,,,,,
,,800,0101,INTERESES A FAVOR,7,N,17,,,,,,
,,800,010101,Intereses A Favor Bancos,8,X,24,,,,,,
,,800,010102,Intereses A Favor Otros,8,X,23,,,,,,
,,800,0102,UTILIDAD CAMBIARIA,7,N,18,,,,,,
,,800,010201,Utilidad Cambiaria Realizada,8,X,28,,,,,,
,,800,010202,Utilidad Cambiaria No Realiz.,8,X,29,,,,,,
,,800,010203,Utilidad Cambiaria Partes Relacionadas,8,X,38,,,,,,
,,800,02,GASTOS FINANCIEROS,6,N,18,,,,,,
,,800,0201,INTERESES A CARGO,7,N,17,,,,,,
,,800,020101,Intereses A Cargo Bancos,8,X,24,,,,,,
,,800,020102,Intereses A Cargo Otros,8,X,23,,,,,,
,,800,0202,PERDIDAS CAMBIARIAS,7,N,19,,,,,,
,,800,020201,Perdidas Cambiarias Realizadas,8,X,30,,,,,,
,,800,020202,Perdidas Cambiarias No Realiz.,8,X,30,,,,,,
,,800,020203,Perdida Cambiaria Partes Relacionadas,8,X,37,,,,,,
,,800,0203,COMISIONES BANCARIAS,7,X,20,,,,,,
,,800,03,GASTOS FINANCIEROS POR DERECHO DE USO,6,N,37,,,,,,
,,800,0301,Intereses Activo Por Derecho de Uso,7,N,35,,,,,,
,,800,99,Act. B-10 Gtos Y/O Prod Financ,6,X,30,,,,,,
XXXXX,90,90,,OTRAS PROVISIONES,4,N,17,,,,,,
XXXXX,900,900,,OTRAS PROVISIONES,5,N,17,,,,,,
,,900,01,PART EN RESULTADO SUBSIDIARIAS,6,N,30,,,,,,
,,900,0101,Part En Resultado Subsidiarias,7,X,30,,,,,,
,,900,0102,Efectos de Actualización,7,X,24,,,,,,
,,900,02,ISR/IETU DEL EJERCICIO,6,N,22,,,,,,
,,900,0201,ISR Del Ejercicio,7,X,17,,,,,,
,,900,0202,IETU Del Ejercicio,7,X,18,,,,,,
,,900,03,PTU Del Ejercicio,6,X,17,,,,,,
,,900,04,REPOMO Del Ejercicio,6,X,20,,,,,,
,,900,05,IMPUESTOS DIFERIDOS,6,N,19,,,,,,
,,900,0501,ISR Diferido,7,X,12,,,,,,
,,900,0502,PTU Diferida,7,X,12,,,,,,
,,900,06,OBLIGACIONES LABORALES,6,X,22,,,,,,
